E	Pedido	Jund	Status	Data
26	13127251		INSUCESSO	2018-07-01 21:46:03.400
26	13127251		INSUCESSO	2018-07-01 21:31:05.040
26	13127251		INSUCESSO	2018-07-01 21:16:03.220
26	13127251		INSUCESSO	2018-07-01 21:01:04.440
26	13127251		INSUCESSO	2018-07-01 20:46:04.397
26	13127251		INSUCESSO	2018-07-01 20:31:03.633
26	13127251		INSUCESSO	2018-07-01 20:16:03.980
26	13127251		INSUCESSO	2018-07-01 20:01:03.140
26	13127251		INSUCESSO	2018-07-01 19:46:05.313
26	13127251		INSUCESSO	2018-07-01 19:31:04.787
26	13127251		INSUCESSO	2018-07-01 19:16:06.100
26	13127251		INSUCESSO	2018-07-01 19:01:04.417
26	13127251		INSUCESSO	2018-07-01 18:46:05.030
26	13127251		INSUCESSO	2018-07-01 18:31:06.950
26	13127251		INSUCESSO	2018-07-01 18:16:04.913
26	13127251		INSUCESSO	2018-07-01 18:01:04.143
26	13127251		INSUCESSO	2018-07-01 17:46:04.047
26	13127251		INSUCESSO	2018-07-01 17:31:03.920
26	13127251		INSUCESSO	2018-07-01 17:16:03.923
26	13127251		INSUCESSO	2018-07-01 17:01:04.710
26	13127251		INSUCESSO	2018-07-01 16:46:03.667
26	13127251		INSUCESSO	2018-07-01 16:31:04.560
26	13127251		INSUCESSO	2018-07-01 16:16:04.950
26	13127251		INSUCESSO	2018-07-01 16:01:04.373
26	13127251		INSUCESSO	2018-07-01 15:46:04.810
26	13127251		INSUCESSO	2018-07-01 15:31:04.700
26	13127251		INSUCESSO	2018-07-01 15:16:03.983
26	13127251		INSUCESSO	2018-07-01 15:01:04.373
26	13127251		INSUCESSO	2018-07-01 14:46:03.240
26	13127251		INSUCESSO	2018-07-01 14:31:04.210
26	13127251		INSUCESSO	2018-07-01 14:16:04.010
26	13127251		INSUCESSO	2018-07-01 14:01:04.853
26	13127251		INSUCESSO	2018-07-01 13:46:03.200
26	13127251		INSUCESSO	2018-07-01 13:31:05.183
26	13127251		INSUCESSO	2018-07-01 13:16:03.903
26	13127251		INSUCESSO	2018-07-01 13:01:03.993
26	13127251		INSUCESSO	2018-07-01 12:46:03.727
26	13127251		INSUCESSO	2018-07-01 12:31:04.330
26	13127251		INSUCESSO	2018-07-01 12:16:07.170
26	13127251		INSUCESSO	2018-07-01 12:01:05.677
26	13127251		INSUCESSO	2018-07-01 11:46:03.090
26	13127251		INSUCESSO	2018-07-01 11:31:04.277
26	13127251		INSUCESSO	2018-07-01 11:16:03.137
26	13127251		INSUCESSO	2018-07-01 11:01:03.323
26	13127251		INSUCESSO	2018-07-01 10:46:03.523
26	13127251		INSUCESSO	2018-07-01 10:31:03.663
26	13127251		INSUCESSO	2018-07-01 10:16:04.253
26	13127251		INSUCESSO	2018-07-01 10:01:06.213
26	13127251		INSUCESSO	2018-07-01 09:46:03.597
26	13127251		INSUCESSO	2018-07-01 09:31:05.437
26	13127251		INSUCESSO	2018-07-01 09:16:03.297
26	13127251		INSUCESSO	2018-07-01 09:01:06.223
26	13127251		INSUCESSO	2018-07-01 08:46:03.587
26	13127251		INSUCESSO	2018-07-01 08:31:03.850
26	13127251		INSUCESSO	2018-07-01 08:16:03.503
26	13127251		INSUCESSO	2018-07-01 08:01:03.613
26	13127251		INSUCESSO	2018-07-01 07:46:03.133
26	13127251		INSUCESSO	2018-07-01 07:31:03.377
26	13127251		INSUCESSO	2018-07-01 07:16:06.697
26	13127251		INSUCESSO	2018-07-01 07:01:04.120
26	13127251		INSUCESSO	2018-07-01 06:46:03.650
26	13127251		INSUCESSO	2018-07-01 06:31:03.737
26	13127251		INSUCESSO	2018-07-01 06:16:04.583
26	13127251		INSUCESSO	2018-07-01 06:01:03.937
26	13127251		DUPLICIDADE	2018-07-01 05:46:03.517
26	13127251		DUPLICIDADE	2018-07-01 05:31:04.690
26	13127251		DUPLICIDADE	2018-07-01 05:16:04.217
26	13127251		DUPLICIDADE	2018-07-01 05:01:04.903
26	13127251		DUPLICIDADE	2018-07-01 04:46:04.447
26	13127251		DUPLICIDADE	2018-07-01 04:31:03.990
26	13127251		DUPLICIDADE	2018-07-01 04:16:04.607
26	13127251		DUPLICIDADE	2018-07-01 04:01:05.223
26	13127251		DUPLICIDADE	2018-07-01 03:46:04.370
26	13127251		DUPLICIDADE	2018-07-01 03:31:04.017
26	13127251		DUPLICIDADE	2018-07-01 03:16:04.730
26	13127251		DUPLICIDADE	2018-07-01 03:01:13.377
26	13127251		DUPLICIDADE	2018-07-01 02:46:04.620
26	13127251		DUPLICIDADE	2018-07-01 02:31:04.453
26	13127251		DUPLICIDADE	2018-07-01 02:16:03.933
26	13127251		DUPLICIDADE	2018-07-01 02:01:03.867
26	13127251		DUPLICIDADE	2018-07-01 01:46:03.550
26	13127251		DUPLICIDADE	2018-07-01 01:31:04.490
26	13127251		DUPLICIDADE	2018-07-01 01:16:03.903
26	13127251		DUPLICIDADE	2018-07-01 01:01:03.743
26	13127251		DUPLICIDADE	2018-07-01 00:46:04.763
26	13127251		DUPLICIDADE	2018-07-01 00:31:04.930
26	13127251		DUPLICIDADE	2018-07-01 00:16:04.020
26	13127251		DUPLICIDADE	2018-07-01 00:01:07.533
26	13127251		DUPLICIDADE	2018-06-30 23:46:04.157
26	13127251		DUPLICIDADE	2018-06-30 23:31:04.703
26	13127251		DUPLICIDADE	2018-06-30 23:16:03.627
26	13127251		DUPLICIDADE	2018-06-30 23:01:04.067
26	13127251		DUPLICIDADE	2018-06-30 22:46:06.130
26	13127251		DUPLICIDADE	2018-06-30 22:31:05.807
26	13127251		DUPLICIDADE	2018-06-30 22:16:08.453
26	13127251		INSUCESSO	2018-06-30 22:01:04.800
26	13127251		INSUCESSO	2018-06-30 21:46:04.193
26	13127251		INSUCESSO	2018-06-30 21:31:04.680
26	13127251		INSUCESSO	2018-06-30 21:16:03.857
26	13127251		INSUCESSO	2018-06-30 21:01:06.557
26	13127251		INSUCESSO	2018-06-30 20:46:04.327
26	13127251		INSUCESSO	2018-06-30 20:31:04.577
26	13127251		INSUCESSO	2018-06-30 20:16:04.447
26	13127251		INSUCESSO	2018-06-30 20:01:05.197
26	13127251		INSUCESSO	2018-06-30 19:46:08.603
26	13127251		INSUCESSO	2018-06-30 19:31:04.707
26	13127251		INSUCESSO	2018-06-30 19:16:03.527
26	13127251		INSUCESSO	2018-06-30 19:01:04.823
26	13127251		INSUCESSO	2018-06-30 18:46:04.903
26	13127251		INSUCESSO	2018-06-30 18:31:04.890
26	13127251		INSUCESSO	2018-06-30 18:16:03.710
26	13127251		INSUCESSO	2018-06-30 18:01:04.773
26	13127251		INSUCESSO	2018-06-30 17:46:03.810
26	13127251		INSUCESSO	2018-06-30 17:31:04.953
26	13127251		INSUCESSO	2018-06-30 17:16:04.770
26	13127251		INSUCESSO	2018-06-30 17:01:03.973
26	13127251		INSUCESSO	2018-06-30 16:46:04.553
26	13127251		INSUCESSO	2018-06-30 16:31:05.510
26	13127251		INSUCESSO	2018-06-30 16:16:04.937
26	13127251		INSUCESSO	2018-06-30 16:01:05.063
26	13127251		INSUCESSO	2018-06-30 15:46:04.213
26	13127251		INSUCESSO	2018-06-30 15:31:15.203
26	13127251		INSUCESSO	2018-06-30 15:16:03.590
26	13127251		INSUCESSO	2018-06-30 15:01:04.410
26	13127251		INSUCESSO	2018-06-30 14:46:07.293
26	13127251		INSUCESSO	2018-06-30 14:31:04.217
26	13127251		INSUCESSO	2018-06-30 14:16:04.137
26	13127251		INSUCESSO	2018-06-30 14:01:05.777
26	13127251		INSUCESSO	2018-06-30 13:46:03.893
26	13127251		INSUCESSO	2018-06-30 13:31:07.840
22	13107211		DUPLICIDADE	2018-06-30 13:31:05.280
26	13127251		INSUCESSO	2018-06-30 13:16:07.373
22	13107211	108669	SUCESSO	2018-06-30 13:16:05.267
26	13127251		INSUCESSO	2018-06-30 13:01:06.433
26	13127251		INSUCESSO	2018-06-30 12:46:04.063
26	13127251		INSUCESSO	2018-06-30 12:31:04.857
26	13127251		INSUCESSO	2018-06-30 12:16:07.273
26	13127251		INSUCESSO	2018-06-30 12:01:04.587
26	13127251		INSUCESSO	2018-06-30 11:46:05.430
26	13127251		INSUCESSO	2018-06-30 11:31:06.380
26	13127251		INSUCESSO	2018-06-30 11:16:10.060
26	13127251		INSUCESSO	2018-06-30 11:01:05.023
26	13127251		INSUCESSO	2018-06-30 10:46:07.620
29	13130201		DUPLICIDADE	2018-06-30 06:01:04.813
29	13130201		DUPLICIDADE	2018-06-30 05:46:04.120
29	13130201		DUPLICIDADE	2018-06-30 05:31:03.313
29	13130201		DUPLICIDADE	2018-06-30 05:16:03.877
29	13130201		DUPLICIDADE	2018-06-30 04:46:03.853
29	13130201		DUPLICIDADE	2018-06-30 04:31:04.307
29	13130201		DUPLICIDADE	2018-06-30 04:16:05.107
29	13130201		DUPLICIDADE	2018-06-30 04:01:04.813
29	13130201		DUPLICIDADE	2018-06-30 03:46:03.927
29	13130201		DUPLICIDADE	2018-06-30 03:31:03.213
29	13130201		DUPLICIDADE	2018-06-30 03:16:06.633
29	13130201		DUPLICIDADE	2018-06-30 03:01:03.723
29	13130201		DUPLICIDADE	2018-06-30 02:46:03.993
29	13130201		DUPLICIDADE	2018-06-30 02:31:03.367
29	13130201		DUPLICIDADE	2018-06-30 02:16:03.027
29	13130201	174450	SUCESSO	2018-06-30 02:01:07.503
26	13155629		DUPLICIDADE	2018-06-28 23:02:51.323
26	13155629		INSUCESSO	2018-06-28 22:02:09.073
26	13155629		INSUCESSO	2018-06-28 21:46:56.237
26	13155629		INSUCESSO	2018-06-28 21:17:14.663
26	13155629		INSUCESSO	2018-06-28 21:02:01.253
26	13155629		INSUCESSO	2018-06-28 20:46:20.243
26	13155629		INSUCESSO	2018-06-28 20:31:20.747
26	13155629		INSUCESSO	2018-06-28 20:16:17.367
26	13155629		INSUCESSO	2018-06-28 20:01:18.273
26	13155629		INSUCESSO	2018-06-28 19:46:25.860
26	13155629		INSUCESSO	2018-06-28 19:17:45.447
26	13155629		INSUCESSO	2018-06-28 18:33:08.683
22	13124529		DUPLICIDADE	2018-06-28 17:16:42.543
22	13124529		DUPLICIDADE	2018-06-28 16:32:04.337
22	13124529	108491	SUCESSO	2018-06-28 16:02:36.010
26	13155629		INSUCESSO	2018-06-28 15:47:37.917
26	13155629		INSUCESSO	2018-06-28 15:17:30.360
26	13155629		INSUCESSO	2018-06-28 15:01:55.577
26	13155629		INSUCESSO	2018-06-28 14:46:20.717
26	13155629		INSUCESSO	2018-06-28 14:31:20.813
26	13155629		INSUCESSO	2018-06-28 14:16:19.903
26	13155629		INSUCESSO	2018-06-28 14:01:23.203
26	13155629		INSUCESSO	2018-06-28 13:46:16.793
26	13155629		INSUCESSO	2018-06-28 13:31:11.850
26	13155629		INSUCESSO	2018-06-28 13:16:10.840
26	13155629		INSUCESSO	2018-06-28 13:01:12.900
26	13155629		INSUCESSO	2018-06-28 12:46:13.623
26	13155629		INSUCESSO	2018-06-28 12:31:18.447
22	13103873		DUPLICIDADE	2018-06-28 12:31:11.910
26	13155629		INSUCESSO	2018-06-28 12:16:25.343
22	13103873	107978	SUCESSO	2018-06-28 12:16:11.927
26	13155629		INSUCESSO	2018-06-28 12:01:09.700
26	13155629		INSUCESSO	2018-06-28 11:46:12.027
26	13155629		INSUCESSO	2018-06-28 11:31:10.847
26	13155629		INSUCESSO	2018-06-28 11:16:07.370
26	13155629		INSUCESSO	2018-06-28 11:01:24.370
26	13155629		INSUCESSO	2018-06-28 10:46:09.920
26	13155629		INSUCESSO	2018-06-28 10:31:08.503
26	13155629		INSUCESSO	2018-06-28 10:16:09.730
26	13155629		INSUCESSO	2018-06-28 10:01:10.413
26	13155629		INSUCESSO	2018-06-28 09:46:09.537
26	13155629		INSUCESSO	2018-06-28 09:31:10.690
26	13155629		INSUCESSO	2018-06-28 09:16:08.000
26	13155629		INSUCESSO	2018-06-28 09:01:09.613
26	13155629		INSUCESSO	2018-06-28 08:46:09.517
26	13155629		INSUCESSO	2018-06-28 08:31:08.967
26	13155629		INSUCESSO	2018-06-28 08:16:10.183
26	13155629		INSUCESSO	2018-06-28 08:01:09.463
26	13155629		INSUCESSO	2018-06-28 07:46:10.860
26	13155629		INSUCESSO	2018-06-28 07:31:10.113
26	13155629		INSUCESSO	2018-06-28 07:16:09.410
26	13155629		INSUCESSO	2018-06-28 07:01:09.727
26	13155629		INSUCESSO	2018-06-28 06:46:04.823
26	13155629		INSUCESSO	2018-06-28 06:31:04.757
26	13155629		INSUCESSO	2018-06-28 06:16:04.940
26	13155629		INSUCESSO	2018-06-28 06:01:04.693
26	13155629		DUPLICIDADE	2018-06-28 05:46:04.347
26	13155629		DUPLICIDADE	2018-06-28 05:31:05.473
26	13155629		DUPLICIDADE	2018-06-28 05:16:05.057
26	13155629		DUPLICIDADE	2018-06-28 04:46:04.693
26	13155629		DUPLICIDADE	2018-06-28 04:31:03.933
26	13155629		DUPLICIDADE	2018-06-28 04:16:05.547
26	13155629		DUPLICIDADE	2018-06-28 04:01:04.193
26	13155629		DUPLICIDADE	2018-06-28 03:46:04.837
26	13155629		DUPLICIDADE	2018-06-28 03:31:04.640
26	13155629		DUPLICIDADE	2018-06-28 03:16:04.910
26	13155629		DUPLICIDADE	2018-06-28 03:01:03.837
26	13155629		DUPLICIDADE	2018-06-28 02:46:04.517
26	13155629		DUPLICIDADE	2018-06-28 02:31:03.910
26	13155629		DUPLICIDADE	2018-06-28 02:16:04.413
26	13155629		DUPLICIDADE	2018-06-28 02:01:05.650
26	13155629		DUPLICIDADE	2018-06-28 01:46:05.093
26	13155629		DUPLICIDADE	2018-06-28 01:31:04.890
26	13155629		DUPLICIDADE	2018-06-28 01:16:05.093
26	13155629		DUPLICIDADE	2018-06-28 01:01:05.000
26	13155629		DUPLICIDADE	2018-06-28 00:46:04.177
26	13155629		DUPLICIDADE	2018-06-28 00:31:09.640
26	13155629		DUPLICIDADE	2018-06-28 00:16:04.840
26	13155629		DUPLICIDADE	2018-06-28 00:01:09.007
26	13086551		DUPLICIDADE	2018-06-27 23:46:14.340
26	13155629		DUPLICIDADE	2018-06-27 23:46:08.630
26	13086551		DUPLICIDADE	2018-06-27 23:31:13.170
26	13155629		DUPLICIDADE	2018-06-27 23:31:07.677
26	13086551		DUPLICIDADE	2018-06-27 23:16:12.910
26	13155629		DUPLICIDADE	2018-06-27 23:16:07.713
26	13086551		DUPLICIDADE	2018-06-27 23:01:16.963
26	13155629		DUPLICIDADE	2018-06-27 23:01:09.787
26	13086551		DUPLICIDADE	2018-06-27 22:46:16.073
26	13155629		DUPLICIDADE	2018-06-27 22:46:09.087
26	13086551		DUPLICIDADE	2018-06-27 22:31:16.277
26	13155629		INSUCESSO	2018-06-27 22:31:10.210
26	13086551		DUPLICIDADE	2018-06-27 22:16:16.653
26	13086551		INSUCESSO	2018-06-27 22:01:08.613
26	13086551		INSUCESSO	2018-06-27 21:46:09.317
26	13086551		INSUCESSO	2018-06-27 21:31:08.130
26	13086551		INSUCESSO	2018-06-27 21:16:08.427
26	13086551		INSUCESSO	2018-06-27 21:01:10.423
26	13086551		INSUCESSO	2018-06-27 20:46:07.470
29	13118281		DUPLICIDADE	2018-06-27 20:31:15.787
26	13086551		INSUCESSO	2018-06-27 20:31:09.453
29	13118281	174066	SUCESSO	2018-06-27 20:16:14.050
26	13086551		INSUCESSO	2018-06-27 20:16:08.357
26	13086551		INSUCESSO	2018-06-27 20:01:11.597
26	13086551		INSUCESSO	2018-06-27 19:46:07.707
26	13086551		INSUCESSO	2018-06-27 19:31:10.750
26	13086551		INSUCESSO	2018-06-27 19:16:09.923
26	13086551		INSUCESSO	2018-06-27 19:01:08.237
26	13086551		INSUCESSO	2018-06-27 18:46:08.063
26	13086551		INSUCESSO	2018-06-27 18:31:09.353
26	13086551		INSUCESSO	2018-06-27 18:16:08.347
26	13086551		INSUCESSO	2018-06-27 18:01:08.317
26	13086551		INSUCESSO	2018-06-27 17:46:04.400
26	13086551		INSUCESSO	2018-06-27 17:31:10.157
26	13086551		INSUCESSO	2018-06-27 17:16:07.920
26	13086551		INSUCESSO	2018-06-27 17:01:10.247
26	13086551		INSUCESSO	2018-06-27 16:46:07.940
26	13086551		INSUCESSO	2018-06-27 16:31:07.970
26	13086551		INSUCESSO	2018-06-27 16:16:07.540
26	13086551		INSUCESSO	2018-06-27 16:01:09.003
26	13086551		INSUCESSO	2018-06-27 15:46:07.807
26	13086551		INSUCESSO	2018-06-27 15:31:08.240
26	13086551		INSUCESSO	2018-06-27 15:16:08.030
26	13086551		INSUCESSO	2018-06-27 15:01:08.360
26	13086551		INSUCESSO	2018-06-27 14:46:08.347
26	13086551		INSUCESSO	2018-06-27 14:31:06.960
26	13086551		INSUCESSO	2018-06-27 14:16:07.650
26	13086551		INSUCESSO	2018-06-27 14:01:20.903
26	13086551		INSUCESSO	2018-06-27 13:46:11.653
26	13086551		INSUCESSO	2018-06-27 13:31:23.583
26	13086551		INSUCESSO	2018-06-27 13:16:07.970
26	13086551		INSUCESSO	2018-06-27 13:01:09.683
26	13086551		INSUCESSO	2018-06-27 12:46:08.063
26	13086551		INSUCESSO	2018-06-27 12:31:13.013
26	13086551		INSUCESSO	2018-06-27 12:16:20.683
26	13086551		INSUCESSO	2018-06-27 12:01:12.333
26	13086551		INSUCESSO	2018-06-27 11:46:08.663
26	13086551		INSUCESSO	2018-06-27 11:31:06.270
26	13086551		INSUCESSO	2018-06-27 11:16:09.213
26	13086551		INSUCESSO	2018-06-27 11:01:10.873
26	13086551		INSUCESSO	2018-06-27 10:46:10.780
26	13086551		INSUCESSO	2018-06-27 10:31:12.943
26	13086551		INSUCESSO	2018-06-27 10:16:13.943
26	13086551		INSUCESSO	2018-06-27 10:01:12.570
26	13086551		INSUCESSO	2018-06-27 09:46:13.780
26	13086551		INSUCESSO	2018-06-27 09:31:10.180
26	13086551		INSUCESSO	2018-06-27 09:16:13.937
26	13086551		INSUCESSO	2018-06-27 09:01:11.820
26	13086551		INSUCESSO	2018-06-27 08:46:07.707
26	13086551		INSUCESSO	2018-06-27 08:31:10.780
26	13086551		INSUCESSO	2018-06-27 08:16:10.743
26	13086551		INSUCESSO	2018-06-27 08:01:10.683
26	13086551		INSUCESSO	2018-06-27 07:46:09.790
26	13086551		INSUCESSO	2018-06-27 07:31:21.780
26	13086551		INSUCESSO	2018-06-27 07:16:10.403
26	13086551		INSUCESSO	2018-06-27 07:01:10.143
26	13086551		INSUCESSO	2018-06-27 06:46:06.420
26	13086551		INSUCESSO	2018-06-27 06:31:07.690
26	13086551		INSUCESSO	2018-06-27 06:16:05.627
26	13086551		INSUCESSO	2018-06-27 06:01:06.973
26	13086551		DUPLICIDADE	2018-06-27 05:46:04.953
26	13086551		DUPLICIDADE	2018-06-27 05:31:04.617
26	13086551		DUPLICIDADE	2018-06-27 05:16:05.150
26	13086551		DUPLICIDADE	2018-06-27 05:01:05.857
26	13086551		DUPLICIDADE	2018-06-27 04:46:05.300
26	13086551		DUPLICIDADE	2018-06-27 04:31:04.680
26	13086551		DUPLICIDADE	2018-06-27 04:16:05.370
26	13086551		DUPLICIDADE	2018-06-27 04:01:05.453
26	13086551		DUPLICIDADE	2018-06-27 03:46:04.633
26	13086551		DUPLICIDADE	2018-06-27 03:31:05.263
26	13086551		DUPLICIDADE	2018-06-27 03:16:05.047
26	13086551		DUPLICIDADE	2018-06-27 03:01:05.333
26	13086551		DUPLICIDADE	2018-06-27 02:46:04.993
26	13086551		DUPLICIDADE	2018-06-27 02:31:05.667
26	13086551		DUPLICIDADE	2018-06-27 02:16:05.840
26	13086551		DUPLICIDADE	2018-06-27 02:01:05.877
26	13086551		DUPLICIDADE	2018-06-27 01:46:05.227
26	13086551		DUPLICIDADE	2018-06-27 01:31:05.870
26	13086551		DUPLICIDADE	2018-06-27 01:16:05.377
26	13086551		DUPLICIDADE	2018-06-27 01:01:05.380
26	13086551		DUPLICIDADE	2018-06-27 00:46:05.137
26	13086551		DUPLICIDADE	2018-06-27 00:31:05.797
26	13086551		DUPLICIDADE	2018-06-27 00:16:05.710
26	13086551		DUPLICIDADE	2018-06-27 00:01:16.573
26	13086551		DUPLICIDADE	2018-06-26 23:46:11.223
26	13086551		DUPLICIDADE	2018-06-26 23:16:10.983
26	13086551		DUPLICIDADE	2018-06-26 23:01:09.940
26	13086551		DUPLICIDADE	2018-06-26 22:46:12.000
26	13086551		DUPLICIDADE	2018-06-26 22:31:40.237
26	13086551		DUPLICIDADE	2018-06-26 22:16:24.723
26	13086551		INSUCESSO	2018-06-26 22:01:11.960
26	13086551		INSUCESSO	2018-06-26 21:46:07.507
26	13086551		INSUCESSO	2018-06-26 21:31:08.047
26	13086551		INSUCESSO	2018-06-26 21:16:07.207
26	13086551		INSUCESSO	2018-06-26 21:01:09.880
26	13086551		INSUCESSO	2018-06-26 20:46:09.540
26	13086551		INSUCESSO	2018-06-26 20:31:12.847
26	13086551		INSUCESSO	2018-06-26 20:16:11.900
26	13086551		INSUCESSO	2018-06-26 20:01:13.377
26	13086551		INSUCESSO	2018-06-26 19:46:08.740
26	13086551		INSUCESSO	2018-06-26 19:31:11.553
26	13086551		INSUCESSO	2018-06-26 19:16:13.217
26	13086551		INSUCESSO	2018-06-26 19:01:18.173
26	13086551		INSUCESSO	2018-06-26 18:46:10.533
22	13052195		DUPLICIDADE	2018-06-26 18:31:17.873
26	13086551		INSUCESSO	2018-06-26 18:31:12.273
22	13052195	107002	SUCESSO	2018-06-26 18:16:19.887
26	13086551		INSUCESSO	2018-06-26 18:16:13.583
26	13086551		INSUCESSO	2018-06-26 18:01:13.127
26	13086551		INSUCESSO	2018-06-26 17:46:13.143
